,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
1865,2016,Loan interviewers and clerks,Sales and Office,Office and Administrative Support,111389,21075,90314,81.07981937175127,41419,45018.0,41065.0,91.2190679283842
1866,2016,New accounts clerks,Sales and Office,Office and Administrative Support,11515,3187,8328,72.32305688232739,35639,41611.0,32278.0,
1867,2016,Order clerks,Sales and Office,Office and Administrative Support,97111,46722,50389,51.88804563849615,32234,35154.0,31110.0,88.49633043181429
1868,2016,"Human resources assistants, except payroll and timekeeping",Sales and Office,Office and Administrative Support,41036,6446,34590,84.2918413100692,39336,42269.0,38544.0,91.18739501762519
1869,2016,Receptionists and information clerks,Sales and Office,Office and Administrative Support,654662,62554,592108,90.4448402381687,28555,29582.0,28444.0,96.15306605368127
1870,2016,Reservation and transportation ticket agents and travel clerks,Sales and Office,Office and Administrative Support,95666,40719,54947,57.436288754625465,38473,41701.0,36670.0,87.93554111412195
1871,2016,"Information and record clerks, all other",Sales and Office,Office and Administrative Support,78023,18649,59374,76.09807364495084,37235,41564.0,36385.0,87.5396978154172
1872,2016,Cargo and freight agents,Sales and Office,Office and Administrative Support,18080,12010,6070,33.573008849557525,39230,40883.0,34028.0,
1873,2016,Couriers and messengers,Sales and Office,Office and Administrative Support,141348,118900,22448,15.881370801143275,37585,39751.0,31910.0,80.27471007018691
1874,2016,Dispatchers,Sales and Office,Office and Administrative Support,246262,114123,132139,53.657892813345136,38780,41998.0,35987.0,85.68741368636601
1875,2016,"Meter readers, utilities",Sales and Office,Office and Administrative Support,22784,20083,2701,11.854810393258429,40726,41069.0,36016.0,
1876,2016,Postal service clerks,Sales and Office,Office and Administrative Support,97883,48811,49072,50.133322435969475,55378,56060.0,53272.0,95.02675704602213
1877,2016,Postal service mail carriers,Sales and Office,Office and Administrative Support,281178,179493,101685,36.163924631372296,56755,58358.0,53337.0,91.39620960279652
1878,2016,"Postal service mail sorters, processors, and processing machine operators",Sales and Office,Office and Administrative Support,50704,25280,25424,50.14200063111392,54397,56107.0,51252.0,91.3468907622935
1879,2016,"Production, planning, and expediting clerks",Sales and Office,Office and Administrative Support,283387,121074,162313,57.27609241073162,48582,61813.0,40678.0,65.80816333133806
1880,2016,"Shipping, receiving, and traffic clerks",Sales and Office,Office and Administrative Support,475270,338248,137022,28.830349064742144,31175,31887.0,28869.0,90.53532787656412
1881,2016,Stock clerks and order fillers,Sales and Office,Office and Administrative Support,905020,602176,302844,33.462685907493764,27212,27445.0,26749.0,97.46401894698488
1882,2016,"Weighers, measurers, checkers, and samplers, recordkeeping",Sales and Office,Office and Administrative Support,58258,30597,27661,47.48017439664939,35545,37906.0,31956.0,84.30327652614363
1883,2016,Secretaries and administrative assistants,Sales and Office,Office and Administrative Support,2226591,118739,2107852,94.66722896122369,37122,42411.0,36929.0,87.07410813232416
1884,2016,Computer operators,Sales and Office,Office and Administrative Support,75141,41335,33806,44.990085306290844,42199,51176.0,38041.0,74.33367203376584
1885,2016,Data entry keyers,Sales and Office,Office and Administrative Support,218791,51255,167536,76.57353364626515,32441,35201.0,32168.0,91.38376750660493
1886,2016,Word processors and typists,Sales and Office,Office and Administrative Support,198318,31601,166717,84.06549077743827,34645,38353.0,33909.0,88.41290120720673
1887,2016,Desktop publishers,Sales and Office,Office and Administrative Support,1413,878,535,37.86270346779901,38949,43391.0,32024.0,
1888,2016,Insurance claims and policy processing clerks,Sales and Office,Office and Administrative Support,325075,63360,261715,80.50911328155041,37301,40881.0,36812.0,90.04672097062205
1889,2016,"Mail clerks and mail machine operators, except postal service",Sales and Office,Office and Administrative Support,53499,27874,25625,47.89809155311313,29624,31777.0,26983.0,84.91361676684394
1890,2016,"Office clerks, general",Sales and Office,Office and Administrative Support,841347,145063,696284,82.758243625995,34654,39885.0,33492.0,83.97141782625047
1891,2016,"Office machine operators, except computer",Sales and Office,Office and Administrative Support,26251,9726,16525,62.949982857795895,30788,37057.0,28449.0,76.77092047386459
1892,2016,Proofreaders and copy markers,Sales and Office,Office and Administrative Support,6113,2139,3974,65.00899721904139,40435,38538.0,41357.0,
1893,2016,Statistical assistants,Sales and Office,Office and Administrative Support,15243,6858,8385,55.00885652430624,50405,52172.0,47920.0,91.85003450126504
1894,2016,"Office and administrative support workers, all other",Sales and Office,Office and Administrative Support,449803,111506,338297,75.21003639371014,41080,46448.0,40209.0,86.56777471581124
1895,2016,"First-line supervisors of farming, fishing, and forestry workers","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",50964,44390,6574,12.899301467702694,41273,42138.0,31416.0,74.5550334614837
1896,2016,Agricultural inspectors,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",12725,7187,5538,43.52062868369352,49889,47000.0,52455.0,111.60638297872342
1897,2016,Animal breeders,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",3290,2273,1017,30.91185410334346,30110,36109.0,27743.0,
1898,2016,"Graders and sorters, agricultural products","Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",32820,11478,21342,65.02742230347349,21235,22957.0,20791.0,90.5649692904125
1899,2016,Miscellaneous agricultural workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",470635,398935,71700,15.234736048105221,25442,26404.0,20399.0,77.25723375246177
1900,2016,Fishing and hunting workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",21825,20865,960,4.398625429553264,31986,32200.0,25595.0,
1901,2016,Forest and conservation workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",9824,8377,1447,14.729234527687295,36088,37410.0,29661.0,
1902,2016,Logging workers,"Natural Resources, Construction, and Maintenance","Farming, Fishing, and Forestry",42033,40378,1655,3.93738253277187,32394,33045.0,21427.0,
1903,2016,First-line supervisors of construction trades and extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,670638,649980,20658,3.0803503529474914,59536,60145.0,45174.0,75.10848782109902
1904,2016,Boilermakers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,10997,10890,107,0.9729926343548241,55239,55370.0,,
1905,2016,"Brickmasons, blockmasons, and stonemasons","Natural Resources, Construction, and Maintenance",Construction and Extraction,98752,98324,428,0.4334089436163318,33569,33437.0,52637.0,
1906,2016,Carpenters,"Natural Resources, Construction, and Maintenance",Construction and Extraction,863456,846846,16610,1.9236649001222992,36344,36414.0,31637.0,86.88141923436041
1907,2016,"Carpet, floor, and tile installers and finishers","Natural Resources, Construction, and Maintenance",Construction and Extraction,115722,113490,2232,1.928760304868564,34531,34773.0,30610.0,
1908,2016,"Cement masons, concrete finishers, and terrazzo workers","Natural Resources, Construction, and Maintenance",Construction and Extraction,37336,37215,121,0.3240839940004285,37227,37287.0,,
1909,2016,Construction laborers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1180144,1150257,29887,2.532487560840033,32162,32214.0,30378.0,94.3006146395977
1910,2016,"Paving, surfacing, and tamping equipment operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,11253,10740,513,4.558784324180219,41825,42075.0,40967.0,
1911,2016,"Operating engineers and other construction equipment operators, including pile-driver operators","Natural Resources, Construction, and Maintenance",Construction and Extraction,269313,262747,6566,2.4380553482379237,46503,46485.0,50129.0,107.83908787781004
1912,2016,"Drywall installers, ceiling tile installers, and tapers","Natural Resources, Construction, and Maintenance",Construction and Extraction,97916,95903,2013,2.05584378446832,31344,31450.0,21351.0,
1913,2016,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,647922,635090,12832,1.9804853053299625,51278,51289.0,50082.0,97.64666887636723
1914,2016,Glaziers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,37172,37023,149,0.40083934143979344,40202,40196.0,41583.0,
1915,2016,Insulation workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,39022,37762,1260,3.2289477730511,36329,36411.0,32216.0,
1916,2016,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,359202,342580,16622,4.6274798024509884,30778,30840.0,28608.0,92.76264591439687
1917,2016,Paperhangers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,2130,1494,636,29.859154929577464,39968,51503.0,30208.0,
1918,2016,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural Resources, Construction, and Maintenance",Construction and Extraction,478329,470850,7479,1.5635681716977226,47032,47046.0,45525.0,96.76699400586658
1919,2016,Plasterers and stucco masons,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22350,22059,291,1.3020134228187918,31073,31084.0,30701.0,
1920,2016,Reinforcing iron and rebar workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,5730,5730,0,0.0,41008,41008.0,,
1921,2016,Roofers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,143180,141632,1548,1.0811565861153791,30330,30268.0,50141.0,
1922,2016,Sheet metal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,97860,93784,4076,4.16513386470468,41644,41844.0,31804.0,
1923,2016,Structural iron and steel workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,45672,44643,1029,2.253021544929059,50902,50571.0,70904.0,
1924,2016,"Helpers, construction trades","Natural Resources, Construction, and Maintenance",Construction and Extraction,26342,25104,1238,4.699719079796523,26554,26378.0,31607.0,
1925,2016,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,74917,66256,8661,11.560793945299466,56109,57669.0,50025.0,86.74504499817927
1926,2016,Elevator installers and repairers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22574,22119,455,2.0155931602728803,84181,85281.0,41783.0,
1927,2016,Fence erectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22014,21176,838,3.806668483692196,30844,30985.0,22235.0,
1928,2016,Hazardous materials removal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,23647,19634,4013,16.970440224975682,36733,40524.0,22296.0,
1929,2016,Highway maintenance workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,84345,81531,2814,3.336297350168949,39354,39654.0,31523.0,
1930,2016,Rail-track laying and maintenance equipment operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,10530,10221,309,2.9344729344729346,56883,58917.0,50596.0,
1931,2016,Septic tank servicers and sewer pipe cleaners,"Natural Resources, Construction, and Maintenance",Construction and Extraction,9144,8970,174,1.9028871391076116,41736,41925.0,16726.0,
1932,2016,"Miscellaneous construction and related workers, including solar photovoltaic installers","Natural Resources, Construction, and Maintenance",Construction and Extraction,44893,42825,2068,4.606508809836723,35661,35573.0,36556.0,
1933,2016,"Derrick, rotary drill, and service unit operators, oil, gas, and mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,15635,15545,90,0.5756315957787016,70098,70027.0,158929.0,
1934,2016,"Earth drillers, except oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,19354,19188,166,0.8577038338327995,45658,45957.0,,
1935,2016,"Explosives workers, ordnance handling experts, and blasters","Natural Resources, Construction, and Maintenance",Construction and Extraction,9819,8893,926,9.430695590182301,54454,51456.0,66068.0,
1936,2016,Mining machine operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,41476,41142,334,0.8052849840871831,66863,66715.0,91628.0,
1937,2016,"Roof bolters, mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,1602,1602,0,0.0,75466,75466.0,,
1938,2016,"Roustabouts, oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,4808,4766,42,0.8735440931780365,43034,43483.0,,
1939,2016,Helpers--extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1490,1490,0,0.0,55011,55011.0,,
1940,2016,Other extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,37639,36346,1293,3.4352666117590798,54426,55503.0,26987.0,
1941,2016,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",245683,228738,16945,6.897099107386349,60447,60653.0,52313.0,86.24964964634891
1942,2016,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",145593,129949,15644,10.745022082105596,43661,43659.0,43673.0,100.03206669873337
1943,2016,Radio and telecommunications equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",138322,125899,12423,8.981217738320732,52338,52854.0,43442.0,82.19245468649487
1944,2016,Avionics technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",14223,12971,1252,8.802643605427829,53595,55164.0,41295.0,
1945,2016,"Electric motor, power tool, and related repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",19319,18438,881,4.5602774470728304,45532,46449.0,21283.0,
1946,2016,"Electrical and electronics installers and repairers, transportation equipment","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",1414,1360,54,3.818953323903819,50787,51259.0,,
1947,2016,"Electrical and electronics repairers, industrial and utility","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",11642,11189,453,3.8910840061845047,61825,62348.0,34616.0,
1948,2016,"Electronic equipment installers and repairers, motor vehicles","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",6365,6247,118,1.8538884524744697,33643,33363.0,43438.0,
1949,2016,Electronic home entertainment equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",30552,29243,1309,4.284498559832417,41409,41809.0,31886.0,
1950,2016,Security and fire alarm systems installers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",55556,54344,1212,2.1815825473396213,42132,42195.0,32085.0,
1951,2016,Aircraft mechanics and service technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",135682,129265,6417,4.72944089857166,61530,61757.0,52219.0,
1952,2016,Automotive body and related repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",119554,117442,2112,1.7665657359854123,40841,40984.0,21989.0,
1953,2016,Automotive glass installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",13994,13660,334,2.3867371730741747,36565,36680.0,31938.0,
1954,2016,Automotive service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",726437,717661,8776,1.2080882444038503,36634,36695.0,28342.0,77.23668074669574
1955,2016,Bus and truck mechanics and diesel engine specialists,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",274372,271606,2766,1.008120362136078,45320,45423.0,35206.0,
1956,2016,Heavy vehicle and mobile equipment service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",185817,183026,2791,1.502015423777157,51142,51192.0,36781.0,
1957,2016,Small engine mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",33288,32974,314,0.9432828646959864,32818,32920.0,30427.0,
1958,2016,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",59830,58748,1082,1.808457295671068,30297,30233.0,31652.0,
1959,2016,Control and valve installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",16320,15687,633,3.878676470588236,52039,52281.0,40096.0,
1960,2016,"Heating, air conditioning, and refrigeration mechanics and installers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",328423,323520,4903,1.492891788942918,45440,45558.0,36241.0,
1961,2016,Home appliance repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",29270,27938,1332,4.550734540485139,38745,39861.0,21141.0,
1962,2016,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",350416,339183,11233,3.205618464910278,51050,51187.0,43169.0,84.33586652861078
1963,2016,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",438171,426084,12087,2.7585120877465648,44573,45007.0,35977.0,79.93645432932654
1964,2016,"Maintenance workers, machinery","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",26300,24982,1318,5.011406844106464,48447,49195.0,36327.0,
1965,2016,Millwrights,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",37285,36664,621,1.6655491484511196,61877,62133.0,47123.0,
1966,2016,Electrical power-line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",106191,105150,1041,0.9803090657400344,70012,70154.0,41238.0,
1967,2016,Telecommunications line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",125604,120639,4965,3.9528995891850576,50164,49989.0,56978.0,
1968,2016,Precision instrument and equipment repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",47211,42058,5153,10.914829171167735,51655,53697.0,38147.0,
1969,2016,"Coin, vending, and amusement machine servicers and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",26515,23061,3454,13.026588723364133,36449,37557.0,28092.0,
